tempo;regiao;instituicao;localizacao_geografica;psicologia_primeiras_consultas;psicologia_consultas_subsequentes;psicologia_total_de_consultas
2022-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;202;982;1184
2022-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;315;2111;2426
2022-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;413;1464;1877
2022-04;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;0;116;116
2022-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;302;837;1139
2022-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;239;1681;1920
2022-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;612;3073;3685
2022-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;912;2811;3723
2022-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1955;8592;10547
2022-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;75;506;581
2022-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;538;2748;3286
2022-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;712;4870;5582
2022-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;802;2560;3362
2022-05;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;109;976;1085
2022-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;798;2558;3356
2022-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;226;1088;1314
2022-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;1743;6493;8236
2022-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;334;1534;1868
2022-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;1184;9781;10965
2022-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;614;3034;3648
2022-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;311;55;366
2022-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;2320;4671;6991
2022-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;332;2030;2362
2022-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;979;7408;8387
2022-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;655;2593;3248
2022-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1285;4038;5323
2022-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;414;1823;2237
2022-08;Região de Saúde LVT;Hospital de Loures, EPE;38.821455,-9.176296;577;3298;3875
2022-08;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;0;209;209
2022-08;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;3831;9843;13674
2022-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;366;69;435
2022-08;Região de Saúde Norte;Hospital de Braga, EPE;41.56785,-8.398982;614;3116;3730
2022-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;0;0;0
2022-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;262;1177;1439
2022-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;143;820;963
2022-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;430;2418;2848
2022-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;944;4639;5583
2022-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;2545;9081;11626
2022-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE, EPE;39.4054629,-9.1258493;493;1967;2460
2022-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;338;2365;2703
2022-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;937;4505;5442
2022-09;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;0;238;238
2022-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;3414;6872;10286
2022-09;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;497;3081;3578
2022-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;669;2120;2789
2022-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;535;3379;3914
2022-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;517;2581;3098
2022-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;4105;15971;20076
2022-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;289;1292;1581
2022-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;124;1256;1380
2022-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;202;871;1073
2022-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1068;5154;6222
2022-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;3899;20669;24568
2022-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;1926;14923;16849
2022-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;391;2629;3020
2022-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;483;88;571
2022-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;554;2843;3397
2022-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;1426;7020;8446
2022-11;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;135;1394;1529
2022-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;2125;16630;18755
2022-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;537;98;635
2022-11;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;628;3772;4400
2022-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;646;4031;4677
2022-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;77;735;812
2022-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;0;0;0
2022-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1815;6127;7942
2022-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;472;3103;3575
2022-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;5713;14834;20547
2022-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;593;110;703
2022-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2089;6083;8172
2022-12;Região de Saúde Norte;Hospital de Braga, EPE;41.56785,-8.398982;957;4664;5621
2022-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;866;2914;3780
2023-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;40;171;211
2023-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;143;832;975
2023-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;0;0;0
2023-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;582;1988;2570
2023-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;10;152;162
2023-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;23;80;103
2023-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;424;2368;2792
2023-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;84;433;517
2023-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;158;514;672
2023-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;448;978;1426
2023-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;124;551;675
2023-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;181;390;571
2023-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;15;155;170
2023-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1151;3639;4790
2023-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;41;205;246
2023-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;201;1030;1231
2023-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;283;1933;2216
2023-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1169;2934;4103
2023-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;292;818;1110
2023-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;348;1640;1988
2023-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;54;332;386
2023-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;275;867;1142
2023-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;366;1107;1473
2023-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;130;571;701
2023-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;391;2264;2655
2023-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;32;482;514
2023-03;Região de Saúde LVT;Hospital de Loures, EPE;38.821455,-9.176296;199;1338;1537
2023-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;76;476;552
2023-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;401;1314;1715
2023-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;636;2528;3164
2023-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;280;1119;1399
2023-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;2324;7327;9651
2023-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;41;603;644
2023-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;86;315;401
2023-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;1328;4758;6086
2023-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;208;1884;2092
2023-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;511;2105;2616
2023-04;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498,-8.6172617;1938;5065;7003
2023-04;Região de Saúde Norte;Hospital de Braga, EPE;41.56785,-8.398982;410;1891;2301
2023-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;129;623;752
2023-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;3023;9552;12575
2023-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;495;2726;3221
2023-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;792;5324;6116
2023-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;666;2742;3408
2023-05;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498,-8.6172617;2458;6463;8921
2023-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;927;3949;4876
2023-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;375;2389;2764
2023-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;181;869;1050
2023-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;889;4582;5471
2023-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;20;237;257
2023-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;110;621;731
2023-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;2432;13518;15950
2023-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;423;3083;3506
2023-06;Região de Saúde LVT;Hospital de Loures, EPE;38.821455,-9.176296;419;2550;2969
2023-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;333;3125;3458
2023-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;979;3673;4652
2023-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;56;82;138
2023-06;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;1175;4613;5788
2023-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;55;501;556
2023-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;1006;5193;6199
2023-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;594;2937;3531
2023-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;123;691;814
2023-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;1037;7205;8242
2023-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;406;3617;4023
2023-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;935;3812;4747
2023-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;1427;5443;6870
2023-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;583;2084;2667
2023-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1123;4524;5647
2023-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;3203;11930;15133
2023-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235,-8.984506;476;3991;4467
2023-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;939;4330;5269
2023-08;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;0;186;186
2023-08;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;66;115;181
2023-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1275;4407;5682
2018-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;81;391;472
2018-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;48;306;354
2018-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;105;801;906
2018-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;6;152;158
2018-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;51;358;409
2018-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;71;370;441
2018-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;116;310;426
2018-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;24;210;234
2018-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;212;527;739
2018-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;79;578;657
2018-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;9;153;162
2018-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;178;1422;1600
2018-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;28;129;157
2018-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;102;653;755
2018-02;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;59;599;658
2018-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;384;3648;4032
2018-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;900;1346;2246
2018-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;47;168;215
2018-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;175;934;1109
2018-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;278;1135;1413
2018-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;939;3576;4515
2018-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;30;173;203
2018-03;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;38;181;219
2018-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;81;912;993
